Open,High,Low,Close,Adj Close,Volume
787.75,802,786.950012,797.650024,690.02417,982164
800,800.900024,770.200012,779.349976,674.193542,188809
785,785,757,760.900024,658.233032,497958
764.25,771.950012,760,768.75,665.023804,153304
784.400024,784.400024,758,761.400024,658.665466,141042
766,772.549988,750,769.700012,665.84552,110505
773,774.950012,759,760.549988,657.930115,63530
775,775,755,757.150024,654.988953,57082
756,772,755,767.700012,664.11554,172764
769.900024,770,757.25,759.25,656.805542,222402
769,770,760.049988,766.549988,663.120544,45396
771,781.5,766,777.049988,672.203857,457333
788,817.400024,782,810.150024,700.83783,1654137
815,854,815,842.950012,729.212341,1967439
848.900024,887,834.950012,881.400024,762.474121,590100
892,898,855,864.700012,748.027405,241765
873.950012,873.950012,826.5,848.75,734.229675,227286
854.950012,883,848.75,876.049988,757.846069,476579
890,895,880,893.349976,772.811646,149590
883.200012,894,870,872.75,757.055603,305130
872.75,874.799988,852,869.950012,754.626648,258473
869.950012,885.900024,861.200012,869.950012,754.626648,44155
877.799988,879.799988,855.099976,864,749.465454,822317
853,875.900024,843.099976,851.25,738.405701,618165
854,854,821.099976,836.549988,725.654358,201075
845,852,820.5,835.150024,724.439941,113084
839,848.75,816,833.349976,722.878357,355477
830,830,802,805.349976,698.590149,252938
803.799988,843.700012,794,837.599976,726.565002,588240
839.900024,839.950012,810,829.099976,719.191833,860816
833.299988,851.900024,831.099976,837.900024,726.825317,308278
839.099976,839.599976,763,774.299988,671.656433,544550
770.650024,793,750,754.849976,654.784546,433686
782.400024,784,759.450012,771.049988,668.837158,350684
772,833.849976,765,812.549988,704.835693,767865
814.099976,832,814,820.849976,712.035461,200889
827.950012,850,826,848.450012,735.97699,450527
853,864.849976,838,855.700012,742.265686,511005
869,869,816.299988,829.400024,719.452148,266734
820.099976,842,779,788.349976,683.843872,470677
778,790,731,738.349976,640.471924,686835
755,755,700.049988,722.299988,626.549683,478031
720,750,685.099976,717.5,622.385986,1564448
733.400024,738,706,719.849976,624.424438,1193783
720,785,715.349976,775.549988,672.74054,889880
777.299988,789.799988,761.5,776.549988,673.608032,463653
780,780,755.599976,770.5,668.360046,198729
770,772.799988,726.049988,765.200012,663.762634,494483
766,770,745.25,748.950012,649.666931,482686
748.950012,775.900024,746.099976,769.5,667.492615,207305
779,844.75,771.049988,779.049988,675.776611,360136
799,799,767.599976,778.450012,675.256042,367140
780,780,768.099976,774.5,671.829834,82373
775,780,770.200012,774.349976,671.699646,191640
778.5,778.900024,770.049988,772.849976,670.398621,40689
778,779.900024,773.200012,775.099976,672.350342,155954
775,787.299988,773.099976,781.049988,677.511414,476848
780.5,802.650024,775.349976,783.099976,679.289856,52234
793.900024,793.900024,775,779.700012,676.340576,169559
783.349976,783.349976,760,764.150024,662.851807,128864
764,764,722,740.049988,641.946716,405477
740.049988,740.049988,703.5,712.599976,618.135559,717686
712,719,706,717.599976,622.472656,301321
719,728,705,709.5,615.446472,138991
709.5,726.5,709.5,722.650024,626.853394,656964
722,754.400024,714.400024,739.75,641.68634,546852
739.75,744.900024,721,725.849976,629.628967,85557
726,749,718,746.849976,647.845276,113973
750,764.400024,748,761.950012,660.943542,113815
762,769,735.099976,746.950012,647.932007,328729
722,749.650024,722,742.450012,644.028625,112439
732,741,720.349976,722.650024,626.853394,77765
720,727,715,723.099976,627.24353,143392
729.099976,729.099976,721,724.799988,628.718201,250953
726.150024,726.150024,717.25,721.5,625.855774,247283
728.799988,728.799988,662,699.450012,606.728699,795121
699,715,679,686.75,595.712158,372409
696.950012,699.5,665.049988,675,585.519897,208910
699,699,652.599976,661.549988,573.852905,215782
660,675,650,669.700012,580.922485,141444
680,684.75,669,674.450012,585.042725,393719
674.5,684.950012,670.25,681.200012,590.897949,827363
690,690,678.299988,683.400024,592.806274,452110
690,690,650,681.450012,591.114746,301376
681.450012,690.5,680,684.900024,594.107422,614885
685.049988,700,680,690.200012,598.705017,889907
696.799988,704,691.75,698.400024,605.817993,177428
703.900024,716.5,700,711.849976,617.484802,326931
710.349976,719,707.25,717.450012,622.342651,116254
717,759,710.200012,751.299988,651.705322,228179
752.049988,758.400024,741.099976,752.349976,652.616028,361810
747,773,740.049988,764.349976,663.02533,444337
769,775,746.099976,758,657.517151,180538
740.099976,764.75,740.099976,760.150024,659.38208,294415
762.099976,766.950012,738,753.900024,653.960754,810252
764.900024,767.400024,725.200012,752.25,652.529358,157525
752.25,775,729.099976,745.799988,646.934448,358377
754.349976,776.450012,745,771.700012,669.401001,193451
761,786,759,777.650024,674.562256,256195
798,822.400024,780.099976,800.349976,694.253052,901843
793.549988,795.849976,778,782.549988,678.812683,125840
784,784,770.349976,779.900024,676.513977,172891
787,788.700012,776,781.5,677.901855,106083
786,786,775.150024,780,676.600708,63210
788.400024,789.799988,771,775.900024,673.044312,236453
771,771,753.049988,757.700012,657.256958,122737
731.599976,749,721,725.5,629.325562,342003
727.049988,734.849976,711.099976,719.900024,624.467651,762546
712.200012,732.900024,710,722,626.28949,235653
723.049988,746,719.900024,736.799988,639.127502,1141032
741.549988,747.950012,736,739.849976,641.773071,50154
745.150024,779,741,775.700012,672.870728,395146
777,782.900024,771,776.099976,673.217712,111709
785.700012,785.700012,746.5,762.700012,661.594177,307942
762.950012,780,749.900024,774.299988,671.656433,233955
784.5,796.400024,775.150024,793.049988,687.920776,267989
797.950012,798,775.5,780.700012,677.207947,354637
794.799988,794.799988,767.599976,771.950012,669.617859,119722
755.150024,804,755.150024,796,690.479797,1096288
810,810,788.200012,790.099976,685.361755,435061
810,849.700012,794,800.25,694.166321,389663
800.25,817,800.25,813.75,705.876587,384305
814.5,820,807.150024,812.349976,704.662354,312994
812.349976,817.400024,805.5,814.599976,706.613892,206810
810,819,802,818.299988,709.823792,486814
819.5,819.900024,807.099976,811.799988,704.185181,283247
817.900024,817.900024,805.099976,813.799988,705.920044,167278
816,834,807,824.900024,715.548706,743704
824.549988,828.799988,811.25,820.549988,711.775269,217360
819.950012,822.799988,810.099976,814.200012,706.267151,201015
812.099976,828,812.099976,825.450012,716.02594,71969
829.900024,829.900024,810,814.549988,706.570801,139706
814,819.849976,806.549988,808.900024,701.669678,72322
795.099976,820,792.099976,800.25,694.166321,535687
819.849976,819.849976,800.599976,809.049988,701.799805,338387
818.950012,818.950012,785.200012,798.549988,692.691772,342913
817.700012,817.700012,772.25,774.900024,672.176941,630303
786.5,787,731.900024,736.400024,638.780518,458185
749.900024,749.900024,713,715.200012,620.390747,526539
702.299988,720,663.799988,670.25,581.399536,951158
670.299988,672,606.849976,608.599976,527.921997,2299268
625,657.549988,612.75,652.950012,566.393005,2347301
652.5,674.900024,645.450012,651.049988,564.744934,1409762
652.25,660.900024,647,649.950012,563.790649,976632
674,737.849976,642.599976,647.75,561.882324,395199
627.950012,650,627.950012,645.5,559.93042,374454
645.5,650,614.349976,639.900024,555.072937,419350
654.900024,654.900024,610,616.599976,534.861633,1146833
625.849976,651.650024,625.599976,639.099976,554.378845,1970077
641.200012,681.700012,641.200012,666.25,577.929749,1849743
680.700012,685.900024,665.099976,670.5,581.616272,813823
671.450012,691.950012,669.900024,686.400024,595.408691,537299
687,714,686.099976,706.75,613.061035,1087277
709.950012,756.75,709.950012,746.900024,647.888611,1386386
751.950012,784.5,695.150024,700.25,607.422668,2867607
701.099976,728,677.200012,720.650024,625.118408,1794820
705,721,694,700.5,607.639587,1431564
704,717.950012,691.099976,700,607.205933,1950232
683.299988,719,681.299988,703.150024,609.938232,9016590
705.25,715.75,700.049988,702.599976,609.461243,583574
702,709,681.099976,703.599976,610.328491,373383
711,713.549988,695,701.200012,608.246826,659058
700,705.299988,696.599976,702.25,609.157532,522644
705,707.549988,682,684.25,593.543823,438449
684.049988,689,668.700012,674.099976,584.739258,259370
675.450012,676,632.299988,640.450012,555.549988,700399
639.950012,668,632.5,648.650024,566.108093,1594728
648.650024,648.650024,628.099976,634.650024,553.889526,1008636
636.950012,648.75,632.5,642.200012,560.478638,644520
643,644.349976,630.349976,634.849976,554.064087,468884
634,634,617.5,626.650024,546.907471,860839
627.349976,637.900024,618,620.25,541.321838,337329
624.299988,624.299988,592.599976,607.450012,530.150757,878909
629.900024,640,589.849976,602.200012,525.568787,583354
614.650024,614.650024,595.299988,601.950012,525.350647,248224
597.950012,610,592,594.049988,518.455994,779592
595.049988,606,588.349976,599.450012,523.168701,1290671
595,605.099976,585.049988,600.75,524.303345,603104
604,604.75,589.049988,595.549988,519.764954,801490
601.150024,613.900024,592.700012,601.849976,525.263367,550028
610,624.700012,610,616.650024,538.180054,873142
627.900024,666.650024,607,654.799988,571.475281,1927014
652,686,652,668.25,583.213806,829081
674.849976,686.549988,670,681,594.341309,714725
684.450012,689.950012,681.400024,683.849976,596.828796,601730
689,690.900024,661.099976,676.200012,590.152283,533827
676.5,684.849976,669,672.5,586.922974,279403
650,673.650024,648.349976,656.849976,573.264282,305186
650.950012,668,639.950012,658.450012,574.660767,637460
669.950012,686,664,682.349976,595.51947,311425
682,691.900024,676.650024,679.950012,593.42511,475119
679.049988,690.950012,673,683.25,596.304932,353329
689,698.450012,675,679.549988,593.075867,419621
682.450012,687.400024,679.5,682.150024,595.345032,113336
690,690,681.049988,683.599976,596.610535,132401
672.25,691.200012,671,688.099976,600.537903,218631
683.75,700,683.75,698.849976,609.9198,422024
699,708,694.200012,701.650024,612.363586,193358
702.549988,707,664.700012,678,591.723083,700552
682.950012,682.950012,652.75,666.849976,581.991821,572284
654.799988,677.549988,646.799988,666.049988,581.293701,798416
667.900024,667.900024,635.049988,640.549988,559.038635,863432
647.950012,654.700012,623,627.599976,547.736633,600548
627.049988,632,616.299988,619.400024,540.580261,1160739
608,614.75,588.849976,594.799988,519.110596,854842
600.049988,613,588.200012,591.099976,515.881226,1632591
585,612,555.549988,609.299988,531.765381,568921
605,610.5,588.049988,599.849976,523.517822,210906
580,604.450012,563,598,521.903259,476523
610,661.950012,603,650.150024,567.417175,1024671
631,662.75,630.099976,652.950012,569.86084,498177
658,664.150024,616.5,621,541.97644,601104
630.950012,636,590.049988,597.5,521.466797,963813
608,621.450012,599.049988,618.900024,540.143799,357261
623,625,596,608.450012,531.02356,266898
606,615,596.950012,611.25,533.467224,152261
612.950012,612.950012,587.849976,599.400024,523.125061,633955
599.950012,609.400024,594,602.650024,525.961487,373765
602.650024,614.799988,596.549988,607.049988,529.801636,160966
608,612.650024,587.099976,592.099976,516.754028,295271
597.950012,604.900024,571.049988,592.099976,516.754028,338959
597.849976,623.400024,593.200012,613.650024,535.561768,801262
627,635,615.75,633.099976,552.53656,478794
602.099976,695,602.099976,674.700012,588.843018,1488901
669.950012,689,652.349976,674.150024,588.363037,608892
668.900024,705.049988,662,692.150024,604.072632,665375
695.049988,708.650024,671.799988,686,598.705139,742440
695,697.400024,675.049988,677.700012,591.461243,414354
681.950012,689.349976,655.099976,666.5,581.686462,294514
651.5,666,650.5,656.150024,572.653503,161019
659,679.900024,658.150024,668.349976,583.300964,354548
670.150024,674.849976,660.150024,668.900024,583.781067,180907
665,674.5,651.200012,656,572.522461,286332
662.299988,684,645.5,675,589.104919,831573
680.099976,680.099976,650.049988,654.099976,570.864319,505318
655,663.900024,642,651.049988,568.202698,452993
656.5,658,637,638.549988,557.293152,221415
630.5,634.950012,602,607.900024,530.543518,507242
602.200012,620,597.049988,603,526.26709,342835
606.950012,612.400024,589,600.5,524.085205,200424
610,617,605.049988,612.349976,534.427185,161889
606.25,623.5,603.400024,615.049988,536.783691,360670
611.099976,622.900024,598.099976,616.049988,537.656311,459138
614.549988,619.5,603.099976,612.400024,534.470886,285549
602.75,618.950012,600.049988,614.900024,536.652771,271453
602.599976,632.950012,602.599976,615.650024,537.307312,344277
610.200012,618.900024,590.299988,596,520.157593,519182
605,610,573.049988,576.799988,503.401031,1127609
579.799988,581.099976,532.349976,576.75,503.35733,1236234
580,606.200012,580,597.450012,521.423218,1221085
605,628,595.25,625.700012,546.07843,561983
626,638.5,608,612.150024,534.252563,215675
609.950012,621.450012,602.450012,617.75,539.140076,111243
619.150024,622.950012,606.950012,608.599976,531.154297,189901
605.900024,605.900024,593,596,520.157593,184273
592.049988,606.799988,592.049988,597.700012,521.641541,241301
595,610.400024,593.099976,608.150024,530.761597,217149
610.099976,616.799988,602.049988,606,528.885193,268342
609,612.599976,580,582.349976,508.244659,289604
583.75,600.900024,575,598.25,522.121338,608804
606,619.849976,600.900024,617.349976,538.790833,846891
615.25,615.25,600.700012,613.5,535.430725,150596
602.25,621,602.25,607.900024,530.543518,185747
601.799988,609,595.150024,597.200012,521.204956,162281
594.549988,604.450012,588.25,592.049988,516.710266,202634
599.049988,609.150024,598.549988,604.650024,527.706909,547706
605,609.700012,585.5,587.900024,513.088623,418591
592.099976,595,574,575.200012,502.004639,510988
573,578.150024,525.599976,554.650024,484.069489,812840
560,565.799988,547,553.900024,483.415009,696913
553.299988,562.400024,548.75,551.799988,481.582306,509234
553.849976,553.849976,509.299988,547.549988,477.873047,908963
533,548.75,526,535.799988,467.618378,547554
531.900024,533.700012,520,524.5,457.756317,256683
522.599976,522.599976,501.049988,504.950012,442.750275,368106
509,514,496,506.950012,444.503906,602352
490.100006,506.25,490.100006,500.600006,438.936127,677056
500.049988,517.799988,499.600006,511.950012,448.88797,606914
503,521.950012,500.149994,504.049988,441.961212,286079
508.549988,518,502.799988,505.75,443.451691,398364
508,511,500.799988,502.399994,440.514374,939666
506.100006,508,495.950012,499.950012,438.366211,727483
519,548,510,521.049988,456.867096,368965
520,548.599976,511.700012,541.75,475.017212,399684
539.950012,576.75,535,570.299988,500.050568,450386
573.950012,583,565.400024,570,499.787506,598203
571,571,540,551.849976,483.873108,248085
551,559.099976,528.25,530.099976,464.802307,758045
532.5,544.400024,523,525.599976,460.856628,308021
525.700012,530,518.950012,524.349976,459.760559,273377
526.049988,528.849976,508.200012,516.849976,453.184418,952062
505.049988,526,505.049988,520.900024,456.735565,476697
524.5,525.900024,510.5,517.450012,453.710632,559294
506.75,511,492.100006,499.100006,437.620819,265206
492.700012,501.899994,455.200012,467.75,410.132568,503886
479.950012,480,451,461.350006,404.520935,1657494
464.899994,464.899994,441,447.5,392.377014,2084473
450,450,440.700012,444.950012,390.141144,612521
445.5,448.850006,437.850006,438.5,384.485596,281120
445.5,447.600006,432.200012,435.899994,382.205902,859119
441.850006,441.850006,426.299988,427.649994,374.972046,544399
425.950012,428.049988,417.200012,417.799988,366.33548,1235899
418.200012,435.350006,416.649994,420.850006,369.009674,1639321
422.200012,428,416.350006,420,368.264404,254226
423.25,441,421.799988,438.149994,384.178619,192987
439.950012,453,431.350006,447.049988,391.982422,1790878
452.75,497.100006,450.950012,489.600006,429.291016,1657509
487,490.149994,476.350006,480.75,421.53125,500446
null,null,null,null,null,null
487.5,494,473,489.100006,428.852722,324040
492.149994,501,491.350006,498.549988,437.138611,406959
500,519.900024,497.200012,513,449.808746,552041
517.75,523.25,511.100006,520.200012,456.121857,338002
520.099976,542,515.700012,535.450012,469.493256,391136
535,569.349976,526.950012,563.900024,494.438782,491772
566.200012,575,542.900024,546.349976,479.050629,279929
548.5,554,529,531.299988,465.854523,912814
533.5,553,521.5,547.799988,480.322083,197485
549.349976,571.5,549.299988,563.549988,494.131836,409662
564.700012,571.5,551.599976,556.650024,488.081879,204068
557.5,573.25,542.599976,569.349976,499.217529,980672
569.200012,588.900024,561.549988,582.400024,510.659973,255037
582.400024,615,573.450012,597.700012,524.075317,627922
586.5,602,565,573.099976,502.505524,396002
573.099976,594.25,551.599976,582.950012,511.142334,671779
579.849976,591,573,584.200012,512.238342,355342
585.900024,602.799988,585.25,596.950012,523.417725,391401
591.150024,613,591.150024,603.099976,528.810242,466410
613.849976,615.700012,593.150024,600.700012,526.705811,685331
606.349976,608,580.099976,586.900024,514.605713,568108
592,594,580.049988,586.549988,514.298767,401662
586,596,558.150024,568.950012,498.86676,1006888
562.950012,587.349976,562.950012,573.950012,503.250916,620094
573.799988,573.799988,546.299988,554.150024,485.889893,466123
552.549988,559.5,547.049988,550.299988,482.513916,356750
552,563.5,547.599976,550.799988,482.952484,973296
552,580,545.5,573.299988,502.680847,516092
578,589.900024,570,577,505.925018,347589
579.950012,598,578,593.099976,520.041992,788391
589.049988,609,573,586.900024,514.605713,322899
580.099976,601,580,585.799988,513.641113,702864
585.75,593,565.549988,570.75,500.445129,170158
563,568.299988,535.25,544.150024,477.121704,224194
495,574.849976,495,569.200012,499.085876,233736
576.549988,588,538.299988,547.5,480.05899,619015
528.099976,557.700012,528.099976,546.799988,479.445129,199219
547.049988,555.900024,532.299988,540.5,473.921173,340645
null,null,null,null,null,null
538.049988,548.5,515,533.700012,467.958832,125191
538,552,526.200012,534.549988,468.704102,132592
534.549988,549.5,525.049988,544.650024,477.560089,161343
551.049988,564.5,548,561.75,492.55365,218938
566,583.900024,565.75,580.200012,508.730957,204664
583.450012,588.650024,580.150024,583.900024,511.975281,84777
588.049988,595.450012,581.450012,588.650024,516.140076,182045
591.799988,591.799988,575,584.849976,512.808228,179606
585.900024,593,579.849976,585.75,513.597412,154469
591.299988,594.799988,577.099976,581.450012,509.826935,180567
584.049988,598.799988,582.049988,594.200012,521.006592,180676
594.200012,606,594.200012,599.650024,525.785156,287722
599,615.950012,581,588.849976,516.31543,570694
590.049988,603,589.150024,599,525.215149,145178
599.650024,605,570.299988,571.75,501.321777,246781
577,601.950012,573,599.299988,525.478394,295465
599.950012,599.950012,578.650024,585.75,513.597412,108847
580,599.900024,580,590.299988,517.586853,494273
599.849976,603,580.25,600.75,526.749695,159333
603.950012,603.950012,589.200012,591.549988,518.6828,48354
590.950012,606.549988,585.25,603.25,528.941772,321043
599.650024,619,599.650024,612.349976,536.920776,537820
611.099976,620,595,597.349976,523.768372,245871
585.25,605,504.899994,602.700012,528.459534,698715
603,606.400024,591.25,598.950012,525.171326,821793
603,612,599.099976,609.950012,534.816467,465593
614.900024,615.299988,593.200012,603.950012,529.555542,373563
594.25,603.950012,594.25,599.450012,525.609802,45652
605,613.75,597.599976,599.049988,525.258972,146576
604.349976,609.700012,598.450012,599.75,525.872864,278523
600,603,593,594.700012,521.444824,47066
594,602,590,598.700012,524.952087,88564
592,601.700012,590.5,593.400024,520.304932,160716
592.049988,600.049988,590.25,599.599976,525.741333,101643
594.150024,599.900024,592.349976,596.25,522.803894,72258
598.400024,598.5,575,577.5,506.363617,243375
580.150024,589.799988,575.25,579.799988,508.380341,165916
579.099976,580,571,572.700012,502.154816,136267
574.900024,580.299988,566.549988,570.299988,500.050568,279701
533.650024,570.5,533.650024,557.650024,488.958618,138612
557,558,545.099976,550.450012,482.645538,146559
550.450012,550.450012,531.099976,544.700012,477.603882,113202
530,547.450012,505,508.950012,446.257538,629431
509,522.200012,501,514.900024,451.474701,161575
513,524.900024,513,519.900024,455.858826,213586
516.599976,519,507.950012,508.600006,445.950653,240748
509,514,508,509.850006,447.046661,878891
505.25,514.900024,505.200012,507.700012,445.16156,398881
506.950012,507.850006,475.100006,479.200012,420.17218,559957
480.100006,503.450012,477,500.299988,438.673065,834226
497.950012,497.950012,484,490.100006,429.729523,131693
485,503,480,498.049988,436.700256,96995
491.5,502,491.5,495.450012,434.420563,59877
491.100006,494,486.049988,490.100006,429.729523,88875
500,500,487,492.549988,431.877716,233046
489.450012,507.899994,481.049988,504,441.917358,370890
506.850006,519.900024,506.850006,516.950012,453.272125,107715
522.700012,522.700012,506.700012,516.400024,452.789948,109114
503.049988,517.400024,503.049988,511.799988,448.75647,158559
502.049988,542,502,527.049988,462.127991,278882
525,525.049988,506.149994,516.950012,453.272125,120923
501,512,501,509.700012,446.915222,36743
512,518.799988,500.5,502.049988,440.20752,367107
505,534.099976,501,518.849976,454.938019,416475
516.950012,533.650024,516.650024,524,459.453735,104803
518.950012,525.599976,510,513.75,450.466309,88496
514.950012,524,512.25,516.650024,453.009125,143647
512.950012,521,511.299988,516.200012,452.614594,86518
518.799988,529,512.549988,524,459.453735,163681
521.099976,526.450012,510.850006,521.150024,456.954712,158897
518,529,517.099976,522.900024,458.489166,134719
528,531.700012,500.100006,504.100006,442.004974,224323
503,506.25,495.200012,500.600006,438.936127,864239
503,504.950012,495.25,503.450012,441.43512,120964
502.399994,519,500.200012,515.599976,455.615479,133310
509.700012,515,505.5,513.400024,453.671509,31424
513.25,524,512.5,516.049988,456.013092,89543
513.25,531,513.25,524.25,463.259155,301276
530.049988,534.950012,513.5,516.900024,456.764221,102539
517.950012,519.400024,497,516.400024,456.32251,381623
518,532.400024,516.049988,530,468.340271,140958
527.599976,538.700012,527.599976,535.299988,473.02356,120310
537.849976,555,537.849976,551.900024,487.692413,230976
551.900024,575.75,551.900024,573.400024,506.691254,320215
574.799988,579,562.599976,564.950012,499.224182,374391
567,573.75,553.400024,557.900024,492.994293,88306
511.549988,556.950012,511.549988,550.75,486.676086,97009
553.5,570,553.349976,566.849976,500.903076,69080
566.299988,566.75,558,560.75,495.512817,100532
555,564.450012,548.299988,552.299988,488.04599,86260
556.900024,573.950012,553,566.650024,500.726532,621984
570.099976,572.700012,560.25,561.900024,496.528992,102197
568.450012,568.599976,538.900024,548.049988,484.290314,163169
547.950012,553.950012,537.549988,541.599976,478.590607,122504
532,553,532,546.700012,483.097382,79691
547,547,536,537.650024,475.100189,74441
537.75,631.200012,534.900024,559.549988,494.452393,565887
563.450012,570,548.549988,562.5,497.059357,365935
568.650024,568.700012,552.25,562.400024,496.970825,73525
568.5,570.700012,561.900024,564.599976,498.914825,227036
561,569.549988,558.599976,560.049988,494.894226,236211
566.349976,580,554.150024,575.849976,508.856049,307467
577.549988,581.700012,573.049988,578.049988,510.800201,214866
565.299988,577,565.299988,574.349976,507.530548,88930
573,577.299988,562.650024,574.5,507.663208,71710
573.650024,576,568.049988,573.25,506.558563,45544
575,580,557.700012,565.5,499.710327,107677
570.900024,575,562.200012,569.25,503.023956,43039
570.400024,572,558,563.650024,498.0755,59008
570,599,560,562.700012,497.235962,33187
563.900024,573.200012,560.049988,567.5,501.477509,127196
568,573.5,563.5,567.900024,501.830963,88622
567.450012,569.849976,556.150024,562.25,496.838287,49343
560.049988,568.75,560,566.700012,500.77063,92916
568.950012,599.849976,567,595.099976,525.866516,391860
597,605,596,603.900024,533.642761,171988
595.5,605.049988,595.5,598.700012,529.047729,53408
600.25,604.75,598.099976,600.450012,530.594238,261682
602.150024,622.5,596.25,613.950012,542.523499,291634
616.049988,619.099976,601.049988,605.599976,535.144836,162640
611.549988,619.900024,602,618.5,546.544312,530013
616.549988,625,615.049988,616.049988,544.379333,359974
602.349976,625,602.349976,622.349976,549.946289,647400
623.099976,640.75,622,635.150024,561.257202,785360
630,633.099976,612.5,618.75,546.765015,619398
622.700012,629,620.5,624.599976,551.934509,474311
622.450012,631.349976,619.650024,628.150024,555.071472,657033
631,637.849976,629,634.849976,560.992188,151516
640,645,625.799988,632.599976,559.003967,87261
null,null,null,null,null,null
632,639.900024,629,636.049988,562.052368,64365
638,644.799988,625.049988,627.25,554.276184,356386
634.75,642.299988,628.650024,630.349976,557.015503,273269
635.799988,635.799988,625,627.900024,554.850708,163972
630.75,644,625.900024,629.900024,556.61792,432305
623,635,613.599976,621.400024,549.10675,106373
619.200012,626.549988,610.049988,621.299988,549.018494,94797
612,625.900024,596.200012,618.650024,546.676819,103585
600,626,600,622.5,550.078857,76770
619.5,630,619,623.849976,551.271851,228243
625.25,627,617.200012,620,547.869751,777498
618,626,613.450012,624.549988,551.890198,66104
624.799988,625,600,604.700012,534.349731,724665
605,622,605,619.849976,547.737305,214940
620,627.200012,617.549988,623.25,550.741516,113959
626.150024,640.349976,625.400024,634,560.240967,328961
635,639.700012,631.150024,635.299988,561.389587,494935
639.150024,650.200012,629.049988,646.5,571.286743,614633
651.849976,660.25,648.099976,654.349976,578.223267,1126829
656.099976,669.5,651.349976,658.599976,581.978699,661492
655.650024,655.650024,635.200012,651.650024,575.837585,216544
652.400024,658.549988,642.349976,652.450012,576.544678,245562
651.900024,653.099976,641,643.799988,568.900879,251128
652.650024,654.900024,632.349976,651,575.263184,146002
657,657,631.099976,638.700012,564.394165,117684
638.900024,641.650024,630,634.599976,560.771118,59845
633.950012,635.049988,630.549988,633.099976,559.445496,758848
634.5,641,630.650024,635.099976,561.213074,72162
633.549988,639.900024,630.299988,631.799988,558.296814,77412
633.349976,635,620.200012,621.549988,549.239258,68218
620,629.950012,612.049988,615.950012,544.290833,367774
601.400024,611.299988,595,606.299988,535.763611,104711
609.299988,618.700012,595.150024,615.799988,544.158325,535467
612.099976,626.799988,612.099976,625.150024,552.420715,438245
625.150024,639.200012,625,632.950012,559.31311,412372
639.650024,645.5,626.099976,629.349976,556.131775,299117
633.450012,637.75,621.150024,628.25,555.160034,143865
632.150024,634.549988,623.150024,624.400024,551.757813,81380
629.799988,629.799988,621.099976,624.400024,551.757813,144620
625,626,616.299988,625,552.288025,525251
620.049988,629.450012,617,620.599976,548.400024,311698
null,null,null,null,null,null
621.5,625,616,622.900024,550.432373,369905
625.950012,634.950012,615.049988,631.099976,560.307678,632825
639.650024,655.950012,620.400024,626.099976,555.868469,694667
628.049988,630.650024,616,624.549988,554.492371,83526
620,634.150024,618.099976,620.900024,551.252075,568057
636.900024,636.900024,602.799988,609.049988,540.731018,322195
612.200012,624.849976,612,621.799988,552.050842,230621
623,633.25,623,631.450012,560.618469,336876
636.799988,637.549988,626.5,628.400024,557.910522,333532
628.849976,638,619.450012,634.099976,562.971191,299911
642,656,634.25,651.349976,578.286255,761131
656.049988,678,656.049988,670.25,595.066162,556253
675,680,668.650024,673.950012,598.351135,583028
657,689,657,684.700012,607.895325,218175
685.099976,694.5,684.5,690,612.600708,323129
692,708.049988,685.049988,703.900024,624.941467,471556
705.25,715,701.849976,708.099976,628.670349,91251
711.200012,713,692.849976,698.950012,620.546692,341632
701.950012,710.5,696.150024,706.200012,626.983582,628952
705.849976,720.75,698.650024,706.799988,627.516235,726140
701.099976,719.950012,689.099976,716.299988,635.950745,805215
717,743.200012,710,732.200012,650.066956,533321
731.950012,740,719,731.700012,649.623108,198851
742,769,730.799988,759.349976,674.171448,539076
770.049988,784,607.549988,765.549988,679.675964,953515
764.75,769.400024,744.200012,754.25,669.643494,319272
753.049988,753.049988,746.25,749.5,665.426453,146935
759.950012,770.349976,751.099976,754.450012,669.821289,255872
755.049988,759.25,746.900024,749.900024,665.781372,85544
750.400024,762.200012,726.099976,734.150024,651.79834,217402
739.400024,755,736.349976,750.75,666.536133,869891
761.200012,771.400024,750,757.400024,672.440186,256761
763.900024,764.900024,753.099976,756,671.197266,69285
756.400024,762,756.049988,759.799988,674.571106,116302
761.25,764.5,750.799988,757.150024,672.218201,190319
757.150024,757.150024,726,750,665.8703,573944
751.049988,755.299988,738,751.349976,667.068909,320585
752.799988,775.299988,750.549988,769,682.738953,207275
780,791.799988,772.599976,781.950012,694.236389,459485
780.099976,791.549988,761.099976,772.849976,686.157166,340539
768,778.700012,763.049988,771.5,684.958557,100202
771.5,795.400024,763.049988,793.950012,704.890381,163876
785.549988,800,785.549988,798.700012,709.107483,283630
799,805.049988,776.900024,780.75,693.171082,130841
760.549988,786.400024,760.549988,769.849976,683.493652,367622
769.900024,769.900024,753.400024,761.349976,675.947083,220437
769.5,769.549988,753.5,759.950012,674.704224,296722
762.849976,762.900024,752.25,756.400024,671.552307,93323
759.599976,759.650024,742.099976,747.450012,663.606506,169697
736.099976,749.400024,735.099976,744.650024,661.120361,175211
744.400024,763.5,731.549988,758.75,673.638855,315971
769.75,779.400024,760.849976,770,683.626831,387068
770.099976,776.75,767.549988,773.299988,686.556702,260285
776.400024,784.900024,768.049988,772.700012,686.023987,130809
776.599976,792,776.599976,789.799988,701.205811,372722
791.200012,797,764.349976,777.349976,690.152405,153481
